Game;Test Name;Duration (ms);Passed;Failure Message;Type;;;;Total Tests;Success Rate;Mean Execution Time
"Hat Diviyan Keliya";"pieceDeclaredAsNeutral";13;true;;Static;;;;;;
"Hat Diviyan Keliya";"pieceDeclaredAsShared";16;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Hat Diviyan Keliya";"eachPieceReferenceNotDuplicated";10;false;"The game does not have any piece declared as Each";Static;;;;;;
"Hat Diviyan Keliya";"AllPlayerDeclared";13;true;;Static;;;;;;
"Hat Diviyan Keliya";"equalNumberOfPiecesOnTheBoard";10;true;;Static;;;;;;
"Hat Diviyan Keliya";"sizeOfTrack";13;false;"Track concept is not present";Static;;;;;;
"Huli-Mane Ata";"lineLessOrEqualThanBoardSide";13;false;"Line concept is not present";Static;;;;;;
"Huli-Mane Ata";"pieceDeclaredAsEach";69;false;"The game does not have any piece declared as Each";Static;;;;;;
"Huli-Mane Ata";"pieceDeclaredAsNeutral";17;true;;Static;;;;;;
"Huli-Mane Ata";"pieceDeclaredAsShared";13;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Huli-Mane Ata";"eachPieceReferenceNotDuplicated";12;false;"The game does not have any piece declared as Each";Static;;;;;;
"Huli-Mane Ata";"AllPlayerDeclared";10;true;;Static;;;;;;
"Huli-Mane Ata";"equalNumberOfPiecesOnTheBoard";15;true;;Static;;;;;;
"Huli-Mane Ata";"sizeOfTrack";12;false;"Track concept is not present";Static;;;;;;
"Hund efter Hare (Thy)";"lineLessOrEqualThanBoardSide";26;false;"Line concept is not present";Static;;;;;;
"Hund efter Hare (Thy)";"pieceDeclaredAsEach";85;false;"The game does not have any piece declared as Each";Static;;;;;;
"Hund efter Hare (Thy)";"pieceDeclaredAsNeutral";30;true;;Static;;;;;;
"Hund efter Hare (Thy)";"pieceDeclaredAsShared";25;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Hund efter Hare (Thy)";"eachPieceReferenceNotDuplicated";26;false;"The game does not have any piece declared as Each";Static;;;;;;
"Hund efter Hare (Thy)";"AllPlayerDeclared";28;true;;Static;;;;;;
"Hund efter Hare (Thy)";"equalNumberOfPiecesOnTheBoard";23;true;;Static;;;;;;
"Hund efter Hare (Thy)";"sizeOfTrack";28;false;"Track concept is not present";Static;;;;;;
"Hund efter Hare (Vendsyssel)";"lineLessOrEqualThanBoardSide";21;false;"Line concept is not present";Static;;;;;;
"Hund efter Hare (Vendsyssel)";"pieceDeclaredAsEach";70;false;"The game does not have any piece declared as Each";Static;;;;;;
"Hund efter Hare (Vendsyssel)";"pieceDeclaredAsNeutral";16;true;;Static;;;;;;
"Hund efter Hare (Vendsyssel)";"pieceDeclaredAsShared";18;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Hund efter Hare (Vendsyssel)";"eachPieceReferenceNotDuplicated";16;false;"The game does not have any piece declared as Each";Static;;;;;;
"Hund efter Hare (Vendsyssel)";"AllPlayerDeclared";17;true;;Static;;;;;;
"Hund efter Hare (Vendsyssel)";"equalNumberOfPiecesOnTheBoard";12;true;;Static;;;;;;
"Hund efter Hare (Vendsyssel)";"sizeOfTrack";14;false;"Track concept is not present";Static;;;;;;
"Hyvn aetter Hare";"lineLessOrEqualThanBoardSide";28;false;"Line concept is not present";Static;;;;;;
"Hyvn aetter Hare";"pieceDeclaredAsEach";67;false;"The game does not have any piece declared as Each";Static;;;;;;
"Hyvn aetter Hare";"pieceDeclaredAsNeutral";19;true;;Static;;;;;;
"Hyvn aetter Hare";"pieceDeclaredAsShared";14;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Hyvn aetter Hare";"eachPieceReferenceNotDuplicated";17;false;"The game does not have any piece declared as Each";Static;;;;;;
"Hyvn aetter Hare";"AllPlayerDeclared";14;true;;Static;;;;;;
"Hyvn aetter Hare";"equalNumberOfPiecesOnTheBoard";12;true;;Static;;;;;;
"Hyvn aetter Hare";"sizeOfTrack";18;false;"Track concept is not present";Static;;;;;;
"Janes Soppi";"lineLessOrEqualThanBoardSide";15;false;"Line concept is not present";Static;;;;;;
"Janes Soppi";"pieceDeclaredAsEach";61;false;"The game does not have any piece declared as Each";Static;;;;;;
"Janes Soppi";"pieceDeclaredAsNeutral";14;true;;Static;;;;;;
"Janes Soppi";"pieceDeclaredAsShared";14;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Janes Soppi";"eachPieceReferenceNotDuplicated";17;false;"The game does not have any piece declared as Each";Static;;;;;;
"Janes Soppi";"AllPlayerDeclared";15;true;;Static;;;;;;
"Janes Soppi";"equalNumberOfPiecesOnTheBoard";15;true;;Static;;;;;;
"Janes Soppi";"sizeOfTrack";17;false;"Track concept is not present";Static;;;;;;
"Jeu de Renard (Two Foxes)";"lineLessOrEqualThanBoardSide";60;false;"Line concept is not present";Static;;;;;;
"Jeu de Renard (Two Foxes)";"pieceDeclaredAsEach";104;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jeu de Renard (Two Foxes)";"pieceDeclaredAsNeutral";52;true;;Static;;;;;;
