Game;Test Name;Duration (ms);Passed;Failure Message;Type;;;;Total Tests;Success Rate;Mean Execution Time
"Barjis";"sizeOfTrack";46;false;"The owner 0 does not have a track";Static;;;;;;
"Buffa de Baldrac";"lineLessOrEqualThanBoardSide";25;false;"Line concept is not present";Static;;;;;;
"Buffa de Baldrac";"eachPieceReferenceNotDuplicated";24;false;"The game does not have any piece declared as Each";Static;;;;;;
"Buffa de Baldrac";"pieceDeclaredAsEach";60;true;;Static;;;;;;
"Buffa de Baldrac";"pieceDeclaredAsShared";26;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Buffa de Baldrac";"pieceDeclaredAsNeutral";20;true;;Static;;;;;;
"Buffa de Baldrac";"AllPlayerDeclared";21;true;;Static;;;;;;
"Buffa de Baldrac";"equalNumberOfPiecesOnTheBoard";27;true;;Static;;;;;;
"Buffa de Baldrac";"sizeOfTrack";26;false;"The owner 0 does not have a track";Static;;;;;;
"Cab e Quinal";"lineLessOrEqualThanBoardSide";18;false;"Line concept is not present";Static;;;;;;
"Cab e Quinal";"eachPieceReferenceNotDuplicated";18;false;"The game does not have any piece declared as Each";Static;;;;;;
"Cab e Quinal";"pieceDeclaredAsEach";56;true;;Static;;;;;;
"Cab e Quinal";"pieceDeclaredAsShared";18;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Cab e Quinal";"pieceDeclaredAsNeutral";17;true;;Static;;;;;;
"Cab e Quinal";"AllPlayerDeclared";16;true;;Static;;;;;;
"Cab e Quinal";"equalNumberOfPiecesOnTheBoard";16;true;;Static;;;;;;
"Cab e Quinal";"sizeOfTrack";15;false;"The owner 0 does not have a track";Static;;;;;;
"Chaupar";"lineLessOrEqualThanBoardSide";116;false;"Line concept is not present";Static;;;;;;
"Chaupar";"eachPieceReferenceNotDuplicated";127;false;"The game does not have any piece declared as Each";Static;;;;;;
"Chaupar";"pieceDeclaredAsEach";153;true;;Static;;;;;;
"Chaupar";"pieceDeclaredAsShared";104;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Chaupar";"pieceDeclaredAsNeutral";116;true;;Static;;;;;;
"Chaupar";"AllPlayerDeclared";105;true;;Static;;;;;;
"Chaupar";"equalNumberOfPiecesOnTheBoard";113;true;;Static;;;;;;
"Chaupar";"sizeOfTrack";105;false;"The owner 0 does not have a track";Static;;;;;;
"Contrare Puff";"lineLessOrEqualThanBoardSide";40;false;"Line concept is not present";Static;;;;;;
"Contrare Puff";"eachPieceReferenceNotDuplicated";36;false;"The game does not have any piece declared as Each";Static;;;;;;
"Contrare Puff";"pieceDeclaredAsEach";71;true;;Static;;;;;;
"Contrare Puff";"pieceDeclaredAsShared";35;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Contrare Puff";"pieceDeclaredAsNeutral";36;true;;Static;;;;;;
"Contrare Puff";"AllPlayerDeclared";37;true;;Static;;;;;;
"Contrare Puff";"equalNumberOfPiecesOnTheBoard";53;true;;Static;;;;;;
"Contrare Puff";"sizeOfTrack";39;false;"The owner 0 does not have a track";Static;;;;;;
"Doblet";"lineLessOrEqualThanBoardSide";33;false;"Line concept is not present";Static;;;;;;
"Doblet";"eachPieceReferenceNotDuplicated";31;false;"The game does not have any piece declared as Each";Static;;;;;;
"Doblet";"pieceDeclaredAsEach";71;true;;Static;;;;;;
"Doblet";"pieceDeclaredAsShared";32;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Doblet";"pieceDeclaredAsNeutral";29;true;;Static;;;;;;
"Doblet";"AllPlayerDeclared";30;true;;Static;;;;;;
"Doblet";"equalNumberOfPiecesOnTheBoard";33;true;;Static;;;;;;
"Doblet";"sizeOfTrack";32;false;"The owner 0 does not have a track";Static;;;;;;
"Dodgem";"lineLessOrEqualThanBoardSide";20;false;"Line concept is not present";Static;;;;;;
"Dodgem";"eachPieceReferenceNotDuplicated";24;false;"The game does not have any piece declared as Each";Static;;;;;;
"Dodgem";"pieceDeclaredAsEach";59;false;"The game does not have any piece declared as Each";Static;;;;;;
"Dodgem";"pieceDeclaredAsShared";17;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Dodgem";"pieceDeclaredAsNeutral";18;true;;Static;;;;;;
"Dodgem";"AllPlayerDeclared";17;true;;Static;;;;;;
"Dodgem";"equalNumberOfPiecesOnTheBoard";18;true;;Static;;;;;;
"Dodgem";"sizeOfTrack";16;false;"Track concept is not present";Static;;;;;;
"Dubblets";"lineLessOrEqualThanBoardSide";40;false;"Line concept is not present";Static;;;;;;
"Dubblets";"eachPieceReferenceNotDuplicated";32;false;"The game does not have any piece declared as Each";Static;;;;;;
"Dubblets";"pieceDeclaredAsEach";68;true;;Static;;;;;;
"Dubblets";"pieceDeclaredAsShared";32;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Dubblets";"pieceDeclaredAsNeutral";36;true;;Static;;;;;;
"Dubblets";"AllPlayerDeclared";40;true;;Static;;;;;;
"Dubblets";"equalNumberOfPiecesOnTheBoard";33;true;;Static;;;;;;
"Dubblets";"sizeOfTrack";31;false;"The owner 0 does not have a track";Static;;;;;;
"El Mundo";"lineLessOrEqualThanBoardSide";35;false;"Line concept is not present";Static;;;;;;
"El Mundo";"eachPieceReferenceNotDuplicated";35;false;"The game does not have any piece declared as Each";Static;;;;;;
"El Mundo";"pieceDeclaredAsEach";66;true;;Static;;;;;;
"El Mundo";"pieceDeclaredAsShared";33;false;"The game does not have any piece declared as Shared";Static;;;;;;
"El Mundo";"pieceDeclaredAsNeutral";35;true;;Static;;;;;;
"El Mundo";"AllPlayerDeclared";30;true;;Static;;;;;;
"El Mundo";"equalNumberOfPiecesOnTheBoard";31;true;;Static;;;;;;
"El Mundo";"sizeOfTrack";34;false;"The owner 0 does not have a track";Static;;;;;;
"Emperador";"lineLessOrEqualThanBoardSide";17;false;"Line concept is not present";Static;;;;;;
"Emperador";"eachPieceReferenceNotDuplicated";17;false;"The game does not have any piece declared as Each";Static;;;;;;
"Emperador";"pieceDeclaredAsEach";72;true;;Static;;;;;;
"Emperador";"pieceDeclaredAsShared";20;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Emperador";"pieceDeclaredAsNeutral";19;true;;Static;;;;;;
"Emperador";"AllPlayerDeclared";19;true;;Static;;;;;;
"Emperador";"equalNumberOfPiecesOnTheBoard";16;true;;Static;;;;;;
"Emperador";"sizeOfTrack";14;false;"The owner 0 does not have a track";Static;;;;;;
"Fallas";"lineLessOrEqualThanBoardSide";32;false;"Line concept is not present";Static;;;;;;
